File Name,Heuristic,Weighted,Nodes Expanded,Moves Required,Solution Cost,Estimated Branching Factor,Search Time
5x5x5.csv,Sliding,False,315,29,355,1.467418658536078,0.5432090999674983
5x5x5.csv,Sliding,False,315,29,355,1.467418658536078,0.482621300034225
5x5x5.csv,Sliding,False,315,29,355,1.467418658536078,0.5664598000003025
5x5x5.csv,Sliding,False,315,29,355,1.467418658536078,0.5000667999847792
5x5x5.csv,Sliding,False,315,29,355,1.467418658536078,0.4362230999977328
5x5x5.csv,Sliding,False,315,29,355,1.467418658536078,0.4452612999593839
5x5x5.csv,Sliding,False,315,29,355,1.467418658536078,0.44317189999856055
5x5x5.csv,Sliding,False,315,29,355,1.467418658536078,0.4381227000267245
5x5x5.csv,Sliding,False,315,29,355,1.467418658536078,0.4313110000221059
5x5x5.csv,Sliding,False,315,29,355,1.467418658536078,0.46524990000762045
