File Name,Heuristic,Weighted,Nodes Expanded,Moves Required,Solution Cost,Estimated Branching Factor,Search Time
4x4x2.csv,Sliding,True,1796,109,714,1.1459593331982332,3.07915609999327
4x4x2.csv,Sliding,True,1796,109,714,1.1459593331982332,2.8799532999983057
4x4x2.csv,Sliding,True,1796,109,714,1.1459593331982332,2.714081099984469
4x4x2.csv,Sliding,True,1796,109,714,1.1459593331982332,2.679460100014694
4x4x2.csv,Sliding,True,1796,109,714,1.1459593331982332,2.748130599997239
4x4x2.csv,Sliding,True,1796,109,714,1.1459593331982332,2.6945061000005808
4x4x2.csv,Sliding,True,1796,109,714,1.1459593331982332,2.512031999998726
4x4x2.csv,Sliding,True,1796,109,714,1.1459593331982332,2.7510109999857377
4x4x2.csv,Sliding,True,1796,109,714,1.1459593331982332,2.706618199998047
4x4x2.csv,Sliding,True,1796,109,714,1.1459593331982332,2.633955099998275
